# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-03-26
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,DELL,2026-03-20,CupHandle,157.67,2.50x,50.0,Depth:28.7% Handle:5.0% Vol:2.50x Target:202.00
2,SO,2026-03-20,CupHandle,93.39,1.70x,42.0,Depth:12.5% Handle:9.8% Vol:1.70x Target:105.41
3,DXYZ,2026-03-24,CupHandle,26.52,4.63x,76.3,Depth:28.0% Handle:10.1% Vol:4.63x Target:34.18
4,AXR,2026-03-17,CupHandle,28.39,5.11x,75.0,Depth:18.9% Handle:5.9% Vol:5.11x Target:32.49
5,TS,2026-03-19,DarvasBox,56.07,2.20x,45.0,Box:[51.85-55.02] Ht:5.8% Vol:2.20x Boxes:4 Stop:51.85
6,NPK,2026-03-09,DarvasBox,141.48,1.78x,35.8,Box:[119.22-137.78] Ht:13.5% Vol:1.78x Boxes:6 Stop:119.22
7,VRT,2026-03-09,DarvasBox,264.35,2.94x,47.4,Box:[232.12-255.54] Ht:9.2% Vol:2.94x Boxes:2 Stop:232.12
8,AMTB,2026-03-06,CupHandle,21.34,1.77x,37.7,Depth:26.6% Handle:3.0% Vol:1.77x Target:26.98
9,DXYZ,2026-03-25,CupHandle,30.58,21.37x,80.0,Depth:28.8% Handle:14.4% Vol:21.37x Target:38.55
10,ELPC,2026-03-19,DarvasBox,11.89,3.27x,55.7,Box:[10.52-11.76] Ht:10.5% Vol:3.27x Boxes:5 Stop:10.52
11,GRDN,2026-03-10,CupHandle,33.65,3.39x,53.9,Depth:21.2% Handle:4.8% Vol:3.39x Target:40.73
12,PDS,2026-03-19,DarvasBox,98.20,1.62x,39.2,Box:[85.27-92.36] Ht:7.7% Vol:1.62x Boxes:4 Stop:85.27
13,CTRA,2026-03-19,DarvasBox,33.90,1.74x,40.4,Box:[29.32-32.67] Ht:10.3% Vol:1.74x Boxes:2 Stop:29.32
14,COP,2026-03-20,DarvasBox,126.92,3.27x,55.7,Box:[112.93-122.50] Ht:7.8% Vol:3.27x Boxes:1 Stop:112.93
15,TXO,2026-03-20,CupHandle,12.77,2.93x,54.3,Depth:24.1% Handle:13.0% Vol:2.93x Target:15.99
16,CRC,2026-03-06,CupHandle,64.74,2.12x,41.2,Depth:26.2% Handle:2.1% Vol:2.12x Target:80.11
17,BGR,2026-03-19,DarvasBox,16.72,1.56x,38.6,Box:[15.60-16.23] Ht:3.9% Vol:1.56x Boxes:6 Stop:15.60
18,YOU,2026-03-24,DarvasBox,53.53,1.86x,46.6,Box:[43.63-50.46] Ht:13.5% Vol:1.86x Boxes:3 Stop:43.63
19,ENB,2026-03-20,CupHandle,53.46,1.49x,39.9,Depth:14.3% Handle:2.8% Vol:1.49x Target:60.97
20,PUMP,2026-03-12,CupHandle,14.39,2.11x,41.1,Depth:26.9% Handle:6.8% Vol:2.11x Target:17.63
